geneID,Ribo_Mock_RPKM_AVG,Ribo_IC_RPKM_AVG,RNA_Mock_RPKM_AVG,RNA_IC_RPKM_AVG,RNAlog2fc,RNA_adjp,Ribolog2fc,Ribo_adjp,TE_Mock,TE_IC,log2_TEfc
AT3G26400,2.00139018,1.778349326,3.369914804,3.893439648,0.157827146,0.953880993,-0.026570845,0.996883172,0.593899341,0.456755334,-0.378796855
AT3G26420,14.13948357,9.916553794,39.94499856,44.22415515,NA,NA,NA,NA,0.353973816,0.224233878,-0.658638386
AT3G26500,2.35212781,5.481309558,3.468038802,22.04466567,2.763599933,7.21099E-21,1.288313717,0.115811432,0.678229958,0.24864562,-1.447683494
AT3G26520,283.2167625,217.8121963,1072.830499,964.7360895,-0.110044623,0.39629661,-0.446175684,0.016589998,0.263990223,0.225773866,-0.225606001
AT3G26560,3.323674329,2.130564868,5.309907595,4.308183294,-0.074001719,0.9709843,-0.291772465,0.92462256,0.625938262,0.494539049,-0.339935926
AT3G26570,60.78193635,49.32099815,128.1286904,111.3380256,-0.107998203,0.534782377,-0.265636219,0.498532498,0.474381937,0.442984307,-0.098793485
AT3G26580,8.796197197,10.83064706,18.26466593,23.57035664,0.418746854,0.511547455,0.297912336,0.927958111,0.481596391,0.459502893,-0.067750637
AT3G26618,2.519407383,1.043580703,4.615238591,5.740982163,0.044086167,0.989208264,-0.270083528,0.961585417,0.545888871,0.181777381,-1.58643459
AT3G26650,524.9183721,430.2146165,1607.2848,1337.319371,-0.151347199,0.028392412,-0.213937806,0.214190572,0.326587032,0.321699234,-0.021755006
AT3G26670,2.694892167,2.945054079,5.337062127,4.691947911,0.043086253,0.983034817,-0.14592281,0.982876393,0.504939254,0.627682603,0.313925388
AT3G26710,8.089594925,10.49684964,39.01529523,29.05021154,-0.381487098,0.641903162,0.539921594,0.786434957,0.207344194,0.361334706,0.801308185
AT3G26720,2.593947945,3.333902563,3.329184573,4.296440484,0.355182823,0.822774047,0.43809418,0.83889341,0.779154141,0.77596852,-0.005910641
AT3G26730,7.855262712,6.473963714,15.55431663,17.6616524,0.245828598,0.68971385,-0.288013415,0.889246564,0.505021397,0.366554814,-0.46231556
AT3G26740,8.214688698,8.600882637,64.01962395,74.71325423,0.381020429,0.238166882,0.271075905,0.949357573,0.128315166,0.115118565,-0.156571184
AT3G26744,3.718169589,3.129245083,7.800765176,6.804916636,0.166757137,0.897215974,-0.155271434,0.977375972,0.476641651,0.459850612,-0.051739763
AT3G26780,2.517943294,2.8714436,10.21594053,9.7330725,-0.129524776,0.960313888,0.251979663,0.963703963,0.246472,0.295019235,0.259385257
AT3G26810,3.975507099,1.876112657,6.520132666,5.472647444,-0.481272575,0.729490525,-0.929432727,0.490260891,0.609727946,0.342816283,-0.830730034
AT3G26900,5.83152239,5.809176035,35.42571234,34.14022111,0.093347717,0.95038564,-0.334447286,0.929043955,0.164612707,0.170156368,0.047785444
AT3G26910,6.075501639,9.230564669,14.59066838,42.02976593,1.559581296,3.2844E-20,0.737830624,0.252221458,0.41639639,0.219619702,-0.922950077
AT3G26950,1.904668212,2.521118651,9.310883049,2.995350932,-1.419078514,0.025782141,0.108630134,0.987703677,0.204563649,0.841677222,2.040717274
AT3G26980,15.62421256,13.45240616,66.03561947,147.1252689,0.989325735,8.71644E-10,0.266184351,0.939410539,0.236602801,0.091435049,-1.371647963
AT3G27020,6.735349511,7.040719669,14.23926863,13.97396727,0.007653927,0.996592681,0.037503714,0.991758891,0.473012322,0.503845439,0.09110347
AT3G27050,7.727599132,4.714980429,21.07106387,10.01989542,-1.067428582,0.249110098,-0.574710066,0.871161675,0.366739866,0.470561841,0.359627233
AT3G27090,28.55554267,43.10404154,65.76730043,81.22176639,0.265141265,0.334088834,0.561778208,0.222186516,0.434190585,0.530695692,0.289556394
AT3G27160,50.83722794,40.94491099,118.8505315,125.3119745,0.00308679,0.996823316,-0.261853957,0.897280897,0.427740855,0.326743802,-0.38857714
AT3G27170,5.396568419,1.579046317,7.631272701,3.985566745,-0.835330292,0.047130123,-1.580671866,0.014757226,0.707164929,0.396191161,-0.835850032
AT3G27180,1.353613708,2.407248346,4.330022714,2.776155464,-0.440913753,0.751390171,0.546969787,0.896539194,0.312611226,0.867115829,1.471855134
AT3G27210,4.20858927,2.927799879,15.54086698,13.86631949,-0.084524633,0.972678506,-0.370913637,0.93175614,0.270807882,0.211144701,-0.35903769
AT3G27240,8.613353203,13.56669977,42.05316983,41.70365118,0.116919976,0.751390171,0.224823763,0.920692272,0.204820546,0.325312038,0.667463769
AT3G27260,3.924436508,5.663378605,7.147153965,7.296953105,0.191124997,0.911839887,0.522405927,0.694972648,0.549090803,0.776129231,0.499252146
AT3G27380,4.089332389,4.925358089,17.93375042,13.97590292,-0.115795512,0.919052567,0.246813677,0.966506055,0.228024384,0.352417881,0.628099016
AT3G27390,2.965395269,1.984383867,4.819251237,4.546312106,-0.051843139,0.983396337,-0.498495351,0.889332759,0.615322822,0.436482103,-0.495421002
AT3G27430,7.08542642,7.111173965,18.62308105,17.75534332,0.195785348,0.831880297,-0.123273261,0.978174374,0.380464779,0.400508953,0.074071588
AT3G27530,2.838490333,2.388849699,3.950298713,7.056430205,0.651622805,0.306967647,-0.199715722,0.964026953,0.718550808,0.338535156,-1.085784511
AT3G27560,2.275439837,5.651344861,4.929538924,10.52530832,1.004962677,0.157015943,1.150061839,0.32185367,0.461592833,0.536929151,0.21811091
AT3G27670,1.751195584,1.553059553,2.091109194,1.660008625,-0.19295991,0.845795752,-0.171960606,0.970346925,0.837448178,0.935573183,0.159850592
AT3G27690,457.7728026,372.9817344,1550.843261,1417.453387,-0.060771384,0.796172437,-0.184017807,0.543327996,0.295176704,0.263135097,-0.165775179
AT3G27740,8.331136931,6.739122199,16.52800615,12.31891787,-0.363555045,0.741246049,-0.329034638,0.906973926,0.504061824,0.547054723,0.118084461
AT3G27770,11.38930432,9.095556563,39.00401603,22.22411762,-0.589673161,0.422315237,-0.125004572,0.98470705,0.292003375,0.409265138,0.487050736
AT3G27820,9.326374765,8.949496168,24.92573899,27.68426943,0.105652891,0.95038564,-0.094166554,0.982744851,0.37416643,0.323270086,-0.210940111
AT3G27830,21.40851393,21.15251602,214.0252088,184.8970301,-0.165891147,0.436279247,0.082655454,0.978661922,0.100028002,0.1144016,0.193703304
AT3G27850,26.97499592,23.1506134,179.7845781,175.9933195,0.050236147,0.886566202,-0.163690011,0.943661442,0.150040655,0.131542569,-0.189823716
AT3G27890,4.457306258,4.732722736,26.58028315,23.92704202,-0.047565992,0.972678506,-0.132230781,0.987121396,0.167692204,0.19779807,0.238212733
AT3G27925,21.84261664,15.76059571,55.16859596,46.5130261,-0.072666277,0.90200603,-0.454226227,0.647181691,0.395924824,0.338842622,-0.224611168
AT3G28040,4.905882309,4.78368694,9.451447516,5.319733361,-0.674540573,0.038320503,0.080446042,0.987703677,0.519061477,0.899234344,0.792791717
AT3G28180,15.65119895,20.28672493,32.59470714,38.16283209,0.26933634,0.344298152,0.36822944,0.66574825,0.480176088,0.531583319,0.146732272
AT3G28200,7.587620748,5.945842962,19.54045581,11.61568205,-0.573548586,0.124896173,0.145277228,0.977375972,0.38830316,0.511880657,0.398624041
AT3G28220,3.281089492,4.471027101,18.45317846,12.26507244,-0.443765395,0.750623528,0.435945524,0.899651201,0.177806197,0.364533281,1.035744926
AT3G28270,7.963745333,7.059983741,16.51076759,10.10174345,-0.293255548,0.801517302,-0.092794133,0.987703677,0.482336469,0.69888765,0.535020659
AT3G28340,7.824791516,25.67879805,17.30812776,44.36587898,1.383924159,1.89576E-10,1.714956516,2.97873E-06,0.452087691,0.578796107,0.35645258
AT3G28430,1.609433075,2.008675993,2.241677577,2.685917388,0.088549806,0.972472329,0.073562908,0.989950827,0.717959215,0.747854719,0.058856141
AT3G28450,3.985484064,9.971824537,9.652501749,11.61074138,0.409432113,0.372943148,1.161545768,0.013017465,0.412896487,0.858844773,1.056617258
AT3G28460,2.834687835,2.265175448,10.46353621,2.814165183,-1.113006016,0.261925878,0.09197528,0.989462947,0.270911074,0.80491915,1.571024511
AT3G28715,3.53342774,3.316550503,6.499401096,13.10819548,0.042395042,0.988083363,-0.001911007,0.999363834,0.543654359,0.253013507,-1.103475315
AT3G28720,1.777204931,1.755900325,2.723350397,1.723883462,-0.555613722,0.699078505,-0.049566398,0.993235243,0.652580341,1.018572522,0.642321271
AT3G28860,10.04565512,17.0230281,12.89397854,17.75909549,0.615452373,0.000184836,0.755918775,0.002262391,0.779096622,0.958552653,0.299055421
AT3G28930,3.797434485,7.100668642,12.46734901,16.70397945,0.254701541,0.844501797,0.736059659,0.687525564,0.304590373,0.425088445,0.480892698
AT3G28940,10.47496055,16.56250783,61.45536016,79.85655583,0.577862521,0.005979577,0.120862029,0.977375972,0.170448282,0.207403233,0.283104323
AT3G29000,3.926208998,41.6137717,7.136284841,61.9501137,2.944461378,8.35158E-11,3.099232438,4.99713E-13,0.550175488,0.671730352,0.287990353
AT3G29075,6.382530263,3.683776276,14.20369479,10.54495762,-0.37068795,0.805429942,-0.270488954,0.952358219,0.449357041,0.349340074,-0.363230059
AT3G29160,3.931036531,3.015230009,11.38663872,12.81984731,-0.047766949,0.970907841,-0.139927303,0.978408005,0.345232393,0.23520015,-0.553678857
AT3G29185,3.802597544,5.164008276,16.38675865,14.66376047,-0.116525661,0.95445,0.380826086,0.922062997,0.232053063,0.352161254,0.601781445
AT3G29200,4.224140165,3.9636133,11.88632793,10.64810119,-0.058017351,0.981304994,-0.171096161,0.97690286,0.35537806,0.37223663,0.066865413
AT3G29240,35.24044289,26.73776906,129.6376703,119.9051575,0.019934802,0.967018989,-0.279087227,0.834237431,0.271837984,0.222990984,-0.285761677
AT3G29320,5.126904307,5.800797768,6.270789393,5.047037624,-0.214381593,0.778887704,0.188727594,0.944612982,0.817585153,1.149347043,0.491373579
AT3G29360,25.14262637,26.40781046,65.5293588,68.17968305,0.196225024,0.648203804,0.209263531,0.831678637,0.383684914,0.387326683,0.013628851
AT3G29400,4.76311492,5.179743355,6.120984046,14.69225065,1.243082617,0.000612533,0.119393665,0.982876393,0.77816163,0.352549346,-1.14224464
AT3G30390,22.43926484,23.73796387,49.78255463,51.5724387,0.104372409,0.840319859,0.111547303,0.96219347,0.450745547,0.460283913,0.03021078
AT3G30775,119.7098984,73.9091952,452.5131662,277.4911131,-0.597206089,5.45548E-12,-0.632191565,1.03675E-05,0.264544564,0.266347972,0.009801521
AT3G32930,5.086411622,4.786968304,30.71498652,23.4165522,-0.393493575,0.323362874,0.261123716,0.95807376,0.165600321,0.204426692,0.303878113
AT3G33530,3.610191396,2.751476835,7.243425409,6.404110505,-0.03232727,0.975009112,-0.355415223,0.86876,0.498409412,0.429642311,-0.214195236
AT3G42050,20.68096345,20.5296318,52.82661816,46.98858979,-0.055781648,0.931860502,0.055348541,0.985607912,0.391487552,0.436906745,0.15835894
AT3G42170,3.602375706,3.539434699,8.593636987,6.528727877,-0.363479473,0.603934382,0.403550171,0.871161675,0.419191049,0.542132367,0.371037231
AT3G42790,3.828287106,5.764451293,21.81593156,22.44112688,0.204123482,0.737740389,0.174914264,0.973510542,0.175481258,0.256869957,0.549721214
AT3G43220,2.904900656,2.549977921,5.76960595,4.652722198,-0.046101735,0.975009112,-0.11224431,0.982876393,0.503483372,0.548061503,0.122393669
AT3G43300,4.743183102,5.988344868,9.514996524,6.769180895,-0.283438093,0.770385435,0.356450767,0.802581424,0.498495516,0.884648373,0.827523605
AT3G43520,7.662346155,7.635273818,35.12517947,20.27978847,-0.466402395,0.241348867,-0.05617107,0.991579971,0.218143972,0.376496719,0.787356686
AT3G43540,8.628015144,9.047152649,25.28899746,18.68676214,-0.481444461,0.114565933,0.321343015,0.906973926,0.341176638,0.484147686,0.504928335
AT3G43610,2.872826387,2.079511868,2.507378457,3.110562946,0.318711933,0.87055444,-0.353136692,0.906973926,1.145749011,0.668532322,-0.777221823
AT3G43720,11.82622327,12.9766327,79.94860556,63.39788475,-0.304556513,0.640343768,0.120944894,0.985025614,0.147922821,0.204685578,0.468564813
AT3G43810,7.245702767,6.726566033,28.92403686,32.44031422,-0.138295323,0.932676259,-0.047079688,0.992735144,0.250508005,0.207352062,-0.272774313
AT3G44010,5.154690721,5.820473648,53.73496664,41.18404081,-0.532931752,0.208552868,-0.291017729,0.953728363,0.095928053,0.141328377,0.559026492
AT3G44100,9.717382024,7.067084281,18.75445064,14.84740543,0.053702471,0.975009112,-0.190845451,0.971959027,0.518137386,0.475981094,-0.122430412
AT3G44110,15.05226309,15.25132589,55.239083,33.20436246,-0.476927947,0.031948613,-0.183265402,0.929043955,0.272492994,0.459316932,0.753270831
AT3G44190,5.069471028,5.103554194,17.71674094,15.0692916,-0.332267867,0.465701978,0.262677279,0.936826375,0.286140157,0.338672469,0.243168736
AT3G44200,2.317229744,2.297869793,4.451550812,6.19600615,0.594458072,0.178081093,-0.240914357,0.945159624,0.520544377,0.370863059,-0.48913459
AT3G44260,20.43760358,48.43208085,61.82395623,127.5516858,1.135298127,3.87855E-15,1.138533294,0.00073248,0.330577414,0.379705533,0.199892863
AT3G44310,26.07449175,23.69677559,80.38995953,68.83926954,-0.202095414,0.590182277,0.089888143,0.970346925,0.324350104,0.344233397,0.085835169
AT3G44330,2.447051764,1.315038944,7.99924101,5.113778804,-0.236068002,0.823831823,-0.708997592,0.779495479,0.305910493,0.257156008,-0.250465734
AT3G44340,4.004714367,4.442548862,7.609552398,8.085790514,0.033358911,0.973750932,0.237361886,0.922062997,0.526274629,0.549426658,0.062111065
AT3G44430,4.783032658,3.88572221,11.44203576,15.46147471,-0.052830611,0.982095317,-0.105324151,0.988329964,0.418022873,0.251316403,-0.734077047
AT3G44480,3.774675694,4.430740303,4.998940115,8.099411758,0.419382043,0.091290118,0.158423132,0.949357573,0.755095202,0.547044703,-0.464999817
AT3G44600,2.464391032,2.150745842,3.756579339,4.481111768,0.084469813,0.975637162,-0.050537028,0.993235243,0.656019961,0.479958089,-0.45083128
AT3G44610,3.512501409,3.450344719,3.716750851,10.37617912,1.484844591,0.022799563,-0.011790387,0.997778221,0.945046238,0.332525555,-1.506919701
AT3G44620,9.819655289,8.529590925,19.24197348,12.6223826,0.034299945,0.981376755,-0.306475988,0.916302539,0.510324749,0.675751258,0.405076683
AT3G44630,5.560326657,9.498059095,11.42783069,17.0665445,0.697701441,0.00030695,0.883152617,0.000548107,0.486560119,0.556530884,0.193843677
AT3G44720,9.222360606,27.13192295,29.02598385,138.1197625,2.351947389,2.3992E-62,1.565048211,3.20273E-08,0.317727752,0.19643766,-0.693719567
AT3G44860,10.86089451,24.98036765,38.85004488,77.73148429,0.790026503,1.86817E-05,1.153476652,2.796E-05,0.279559381,0.321367434,0.201068981
AT3G44880,6.739640924,4.898050377,15.70266935,11.29448152,-0.453748108,0.550869377,-0.187884378,0.963685245,0.429203518,0.433667572,0.014927668
AT3G44890,22.17011929,22.09239255,131.437779,116.0066171,-0.123294208,0.756507375,0.069680385,0.987703677,0.168673873,0.190440797,0.175106043
AT3G45010,3.648389672,3.145927136,9.320740851,4.83512833,-0.753472309,0.178330111,-0.151858476,0.977375972,0.391427005,0.650639843,0.733115879
AT3G45030,5.860018443,3.685171079,50.78018824,40.01391402,0.082204194,0.890144451,-0.034865843,0.993885949,0.115399699,0.092097241,-0.325409621
AT3G45040,5.273314836,6.367932763,16.0592239,13.01069777,-0.105259738,0.934623098,0.294059567,0.920224397,0.32836673,0.489438221,0.575818806
AT3G45050,7.05292878,3.243851694,27.92377026,30.09613507,-0.045414218,0.980687957,-0.149001085,0.985607912,0.252577955,0.107782999,-1.228599091
AT3G45140,22.42674992,20.49560151,54.12203491,27.94084547,-0.631869426,0.596302574,-0.11355844,0.938422258,0.414373738,0.733535481,0.823934178
AT3G45190,4.218776152,2.951183021,8.499515699,7.2245744,-0.170190759,0.865386394,-0.304019225,0.922062997,0.496354887,0.408492301,-0.281063108
AT3G45260,2.767606217,2.242439007,7.738122717,4.164273344,-0.895035805,0.31887751,-0.669545585,0.762937016,0.35765861,0.538494672,0.590348896
AT3G45600,2.120449093,2.137655283,9.504511465,10.25638158,0.24843635,0.844438018,-0.023548413,0.996883172,0.22309922,0.208421973,-0.098178088
AT3G45620,2.089416711,1.898709951,7.618855835,5.626662238,-0.235740434,0.825947775,-0.090201847,0.989950827,0.274242846,0.337448716,0.299214278
AT3G45640,61.13523924,176.0879677,133.6521829,411.4580782,1.71793443,1.37915E-64,1.612714469,1.1331E-32,0.457420432,0.427960896,-0.09604183
AT3G45730,8.005149761,12.13984614,47.84390388,120.4406944,1.534084651,8.05003E-07,1.037478881,0.373269755,0.167318072,0.100795219,-0.731166074
AT3G45770,1.855730641,1.484845725,11.26052221,8.756812874,-0.125080021,0.953880993,0.046949772,0.993889967,0.164799696,0.169564629,0.04112167
AT3G45780,15.5394808,15.29234589,25.83173984,35.36624726,0.530376904,0.000453502,-0.007604374,0.996883172,0.601565396,0.432399451,-0.47635689
AT3G45850,1.683898774,2.176800277,3.505781916,4.244166147,0.22269397,0.906019898,0.416668671,0.901612329,0.480320458,0.512892333,0.094658749
AT3G45860,5.504098082,3.120060531,16.47939183,10.92733771,-0.634739892,0.074049267,-0.745997543,0.478349899,0.33399886,0.285527968,-0.226211111
AT3G45970,38.10160973,26.61908623,81.3743083,56.59792693,-0.314754024,0.199559107,-0.472851125,0.388254494,0.468226527,0.470319103,0.006433262
AT3G45980,7.926196035,4.169826466,34.32480822,22.51081801,-0.565480353,0.333347558,-0.369269341,0.922062997,0.230917416,0.185236559,-0.318008128
AT3G46000,9.43122311,7.21070699,38.79021838,29.26567056,-0.179074732,0.81527405,-0.068285278,0.989950827,0.243134056,0.246387896,0.019179399
AT3G46010,13.42325346,13.27653227,46.84145314,60.06365076,0.170203598,0.858128988,-0.083169463,0.987703677,0.286567827,0.221041047,-0.374562346
AT3G46060,6.451499548,5.031636863,23.86076593,25.14104283,0.048844765,0.967018989,-0.310131151,0.928927481,0.270381075,0.200136363,-0.434010864
AT3G46090,5.362748225,9.545396692,16.13496595,22.14388727,1.179529062,0.000173555,1.150011623,0.18024977,0.332368116,0.431062377,0.375114662
AT3G46100,5.146210142,4.824485991,9.438038832,4.470995466,-0.768010884,0.154450397,-0.019305698,0.996883172,0.545262658,1.079063047,0.984755898
AT3G46110,2.543932968,3.779958786,8.48214763,4.659018798,-0.292901933,0.905437541,0.449022232,0.916442123,0.299916139,0.811320785,1.43571329
AT3G46290,4.099771659,5.784681071,4.441713333,7.975148004,0.62397579,0.302886585,0.605702571,0.536641217,0.923015817,0.725338397,-0.347701147
AT3G46510,8.577792344,8.042802835,17.48314611,16.90056452,0.120250503,0.810849568,-0.01614183,0.996883172,0.49063208,0.475889597,-0.044014651
AT3G46530,6.007754564,8.738229999,11.94029193,8.335223134,-0.436008088,0.414354524,0.495642268,0.668084604,0.503149722,1.048349859,1.059060588
AT3G46540,2.707839781,2.149875552,3.607124784,3.98963501,0.222721557,0.916036097,0.090163155,0.989950827,0.750692017,0.538865221,-0.478296665
AT3G46550,4.009179936,4.71144673,9.770527423,3.765421069,-1.217537901,0.104447092,0.307510646,0.940145924,0.410334034,1.251240338,1.608488202
AT3G46590,5.621977661,4.508051376,18.59676812,14.391561,-0.119349108,0.844109682,-0.151621117,0.972259272,0.302309392,0.313242697,0.051255073
AT3G46600,9.461012882,13.91696672,23.52870131,26.86825206,0.329328192,0.537781464,0.715170476,0.231777713,0.402105189,0.517970677,0.365297476
AT3G46620,15.33336255,50.91245305,29.25299251,98.74624358,1.970060221,3.95821E-39,1.911967874,2.59898E-20,0.524163897,0.515588758,-0.023797181
AT3G46630,19.68036251,15.89886152,46.96447139,51.84756242,0.08055577,0.93547689,-0.450601368,0.799037822,0.419047887,0.306646268,-0.450539726
AT3G46740,10.76484651,9.667826823,22.41754335,14.27071557,-0.474270666,0.104183654,-0.184350662,0.940987069,0.480197421,0.677459149,0.496506297
AT3G46780,135.0515135,92.31521696,355.4834748,320.3982969,-0.060752775,0.707985071,-0.384314054,0.013796685,0.3799094,0.288126428,-0.39895341
AT3G46820,6.379991991,3.952772788,13.32925722,7.475508593,-0.446366465,0.584614626,-0.895135985,0.520922173,0.478645725,0.528763059,0.143663163
AT3G46930,2.409514336,11.34748589,5.510520329,21.12473317,1.846441777,8.46942E-11,2.085173307,4.8531E-07,0.437257136,0.537165881,0.296885743
AT3G46970,2.291582848,3.599134432,3.418291196,6.672101158,0.985143701,0.017686554,0.779686224,0.521533068,0.670388424,0.539430435,-0.313560315
AT3G46980,1.939162038,2.257324238,4.78739263,3.186226932,-0.580578326,0.60585562,0.116989403,0.987703677,0.405055985,0.708463109,0.806571406
AT3G47000,4.397298008,4.151475466,9.541161485,12.89190388,0.473477841,0.334475937,-0.042182863,0.993235243,0.460876594,0.322021907,-0.517221666
AT3G47070,70.02945769,63.27494641,878.1044008,653.6383947,-0.255688866,0.29568375,-0.018668444,0.993889967,0.079750719,0.096804207,0.279572212
AT3G47080,3.640763167,3.62291187,14.52153232,6.914587518,-0.683002066,0.360424467,0.086545452,0.987703677,0.250714806,0.523951987,1.063387415
AT3G47250,9.394185325,8.327613785,32.26860637,28.19202812,0.027066382,0.983953622,-0.064181032,0.987703677,0.291124606,0.295388957,0.02097911
AT3G47290,4.147185704,2.52742287,6.955960517,4.151313284,-0.281832975,0.862482733,-0.407443557,0.906973926,0.596206044,0.608824894,0.030216348
AT3G47295,9.246513191,5.220969779,57.86955203,24.03186248,-0.576462027,0.327327633,-0.566303592,0.906973926,0.159782007,0.217251983,0.443264386
AT3G47340,67.82628933,62.09376665,193.5050501,157.6907506,-0.210211665,0.343764961,-0.015598744,0.991579971,0.350514311,0.393769238,0.167877059
AT3G47370,4.998933616,4.307328965,47.15697535,48.92328087,0.205675454,0.85287545,-0.53016994,0.836101519,0.106006239,0.088042521,-0.267876827
AT3G47420,12.10575621,6.513004208,15.06259572,6.334871257,-1.055240432,0.030452192,-0.681508184,0.500866127,0.803696549,1.028119427,0.355285066
AT3G47450,5.038103035,2.302386847,8.829110662,9.954184153,0.098477652,0.970907841,-0.999807447,0.357439369,0.570624067,0.231298398,-1.302785323
AT3G47470,778.2217281,658.9399611,4269.86429,3774.909789,-0.112901734,0.435628393,-0.076630982,0.906973926,0.182259125,0.174557803,-0.062286191
AT3G47500,8.033037294,2.59382381,19.11580471,9.39603922,-0.893907743,0.058152051,-1.385127246,0.087193561,0.42023014,0.276055022,-0.606223796
AT3G47520,11.51909608,9.594535528,29.28371656,23.86482919,-0.246880446,0.642052369,-0.170336626,0.957572781,0.393361821,0.402036631,0.031470017
AT3G47540,2.351859041,3.243882173,6.882584171,18.54486374,1.833103184,7.78811E-06,0.633754881,0.852838095,0.341711628,0.174920788,-0.966077591
AT3G47550,4.441784218,14.96488173,22.88172657,73.75758872,1.584040682,5.67792E-25,1.881861265,1.08152E-05,0.194119277,0.202892773,0.063774088
AT3G47560,2.192907038,4.108550341,13.470529,5.993829442,-0.479959405,0.781646235,0.640511932,0.853331369,0.162792941,0.685463339,2.07404136
AT3G47570,3.922905552,5.953567284,5.302498906,11.6265749,1.140083086,0.000291552,0.564782559,0.590792158,0.739822039,0.512065448,-0.530850063
AT3G47620,6.588115541,3.316220529,17.90226047,14.28100613,-0.273606901,0.598132091,-0.715405117,0.560353965,0.368004675,0.232211967,-0.664281767
AT3G47650,18.45308979,19.35182945,124.7150252,99.79832896,-0.011724273,0.991366964,-0.478955319,0.762678503,0.147962042,0.193909354,0.39015528
AT3G47670,4.346116737,4.510233952,12.72852206,8.023756482,-0.350489629,0.854469801,0.167176695,0.977375972,0.341447084,0.562110024,0.719190532
AT3G47730,2.183569869,2.384062558,4.901400688,8.047925425,0.726384375,0.138399007,0.083756956,0.987703677,0.445499156,0.296233182,-0.588689447
AT3G47800,6.407366888,4.847490611,13.48436867,10.25034378,-0.25178083,0.806782691,-0.329628334,0.927958111,0.475169957,0.472910052,-0.006877817
AT3G47820,2.812621079,8.016834257,5.892381271,20.30474341,1.844242161,6.35415E-08,1.382994133,0.024317353,0.477331821,0.394825687,-0.273776663
AT3G47860,5.867004809,3.163215535,7.861176694,7.439907858,0.022835687,0.992891584,-0.671940475,0.773822539,0.746326541,0.425168644,-0.81177179
AT3G47910,1.984235316,1.819881194,2.923641746,3.51310883,0.131173205,0.876230777,0.266918116,0.927958111,0.678686203,0.518025852,-0.389720589
AT3G47930,2.954761826,3.007143121,5.616146373,5.891481339,0.263298506,0.826833092,0.012868395,0.997778221,0.526119091,0.510422243,-0.043698202
AT3G47960,42.91154406,40.57561534,75.70791732,78.88837855,0.084207211,0.765130721,0.091809462,0.943661442,0.566803917,0.514342113,-0.140121444
AT3G48000,9.262607167,15.38597199,30.01555832,33.05587028,0.21341873,0.703514477,0.66795384,0.429232958,0.308593532,0.465453545,0.592929359
AT3G48090,5.574582223,19.17391008,15.89921288,40.38772175,1.506135531,4.57983E-12,1.804537959,1.3595E-08,0.350620013,0.474746018,0.437247555
AT3G48110,7.146935451,6.608359791,9.77532996,12.11249916,0.218954499,0.822192862,0.040663933,0.989950827,0.731119612,0.545581858,-0.422311782
AT3G48140,48.11714824,32.80086073,450.2391799,350.1945449,-0.21517996,0.609974968,0.064205238,0.986063809,0.106870193,0.093664682,-0.190282473
AT3G48200,8.077841294,6.211063519,11.52042067,6.339877229,-0.76417288,0.020453361,-0.297146677,0.842364701,0.701175897,0.979681987,0.48253711
AT3G48320,1.999684019,4.270269452,3.386112032,8.349189489,1.216715657,0.006744287,0.612808792,0.737099472,0.590554595,0.511459161,-0.207451389
AT3G48360,16.93785992,15.33086231,77.84752982,73.67831342,0.010328461,0.991087403,-0.018759384,0.995454298,0.217577359,0.208078356,-0.064401532
AT3G48420,28.36317899,27.02051084,83.63428497,67.58571533,-0.124364305,0.955568816,-0.07970044,0.985769092,0.339133395,0.39979618,0.237411834
AT3G48460,5.052252558,3.527089249,8.839172386,11.96332314,0.489129576,0.491417729,-0.446374953,0.901612329,0.571575294,0.294825209,-0.95508367
AT3G48520,23.75557769,17.48416746,53.30567211,47.2613537,-0.100262913,0.88111317,-0.369810777,0.750805659,0.445648216,0.369946396,-0.268589087
AT3G48530,15.37274972,7.410520494,21.48819411,17.81146961,-0.197425892,0.829169633,-0.955727568,0.288162175,0.715404452,0.416053288,-0.781990776
AT3G48560,44.44470598,37.69284996,100.6692781,80.65119691,-0.236651866,0.114200659,-0.127368558,0.906973926,0.441492249,0.467356362,0.082134923
AT3G48590,5.024631603,3.006078133,13.28589834,12.32880024,-0.453523881,0.482552903,-0.599113898,0.799037822,0.378192838,0.243825682,-0.63327195
AT3G48680,6.589299691,4.817366038,22.15725264,26.07032198,-0.036475283,0.987742729,-0.665205778,0.738715541,0.297387939,0.184783527,-0.686509989
AT3G48690,13.52261784,8.30046082,39.10707881,42.11924874,0.205725128,0.704583738,-0.59371649,0.692803458,0.345784402,0.197070486,-0.811161061
AT3G48720,10.26796968,6.013553117,17.61784576,8.45711662,-1.04346804,0.001216684,-0.653090072,0.565100576,0.582816413,0.71106423,0.286938377
AT3G48730,16.6502685,15.24095308,39.72286367,30.30653093,-0.206506412,0.667671451,-0.038455222,0.989950827,0.41916083,0.502893357,0.262748591
AT3G48740,16.13521912,14.4395258,53.7522074,42.46499087,-0.211746004,0.596815999,-0.270172604,0.910154017,0.300177795,0.340033649,0.179860256
AT3G48750,7.357681006,5.748341767,14.39373161,25.22336902,0.658978934,0.060986583,-0.496533798,0.863857279,0.511172586,0.227897461,-1.165425613
AT3G48760,5.878494669,14.85797571,17.44583573,26.4558852,0.876143254,0.000110832,1.316742439,0.003157689,0.336956897,0.561613252,0.737012923
